Dataset,Framework,AUC,AUC_STD,Best_Params,Time_Taken
Iris,SAGAFS_GA,0.970952381616522,0.023717281094203093,"{'n_neighbors': 7, 'weights': 'uniform'}",13.372249603271484
Iris,SAGAFS_GA,0.9800000000000001,0.016329931618554516,"{'n_neighbors': 7, 'weights': 'uniform'}",11.447804927825928
